network, data_set, data_set_size, num_processes, time_elapsed
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.02
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.07
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.08
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.08
bnet-sprinkler, sprinkler-uniform-, 9700, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.12
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.07
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.03
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 9800, 1, 0.06
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.09
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.06
bnet-sprinkler, sprinkler-uniform-, 9900, 1, 0.03
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.05
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.02
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.07
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.07
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.06
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.06
bnet-sprinkler, sprinkler-uniform-, 10000, 1, 0.04
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 100, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 200, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 300, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 400, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 500, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 600, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 700, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 800, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 900, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 1000, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1100, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 1200, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.25
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 1300, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 1400, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.33
bnet-sprinkler, sprinkler-uniform-, 1500, 2, 0.32
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 1600, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 1700, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1800, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 1900, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.09
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2000, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.24
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 2100, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.26
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 2200, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2300, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2400, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2500, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2600, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2700, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 2800, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.26
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.3
bnet-sprinkler, sprinkler-uniform-, 2900, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.25
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3000, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3100, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 3200, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 3300, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3400, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.24
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.26
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.24
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 3500, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.19
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.18
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.11
bnet-sprinkler, sprinkler-uniform-, 3600, 2, 0.17
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 3700, 2, 0.1
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.12
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.16
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.23
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.2
bnet-sprinkler, sprinkler-uniform-, 3800, 2, 0.13
bnet-sprinkler, sprinkler-uniform-, 3900, 2, 0.22
bnet-sprinkler, sprinkler-uniform-, 3900, 2, 0.21
bnet-sprinkler, sprinkler-uniform-, 3900, 2, 0.15
bnet-sprinkler, sprinkler-uniform-, 3900, 2, 0.14
bnet-sprinkler, sprinkler-uniform-, 3900, 2, 0.24
bnet-sprinkler, sprinkler-uniform-, 3900, 2, 0.13
